angle,dx,dy,true_dx,true_dy,response,contrast,entropy,gradient_energy,mean_brightness,sharpness,snr,median_brightness,psnr,ssim,ms_ssim,vif,fsim,deviation_dx,deviation_dy
0.25,-3.002,1.07,-3.0,1.0,0.985,0.15,7.004,0.004,0.655,644.507,12.819,0.675,18.314,0.408,0.666,0.09,0.726,0.002,-0.07
0.3,-9.029,-5.887,-9.0,-6.0,0.975,0.151,6.996,0.004,0.655,620.222,12.766,0.675,15.24,0.258,0.275,0.018,0.586,0.029,-0.113
0.35,-8.998,2.119,-9.0,2.0,0.971,0.153,7.007,0.004,0.651,639.481,12.572,0.671,15.687,0.287,0.357,0.029,0.619,-0.002,-0.119
0.4,4.039,8.08,4.0,8.0,0.96,0.149,7.018,0.004,0.656,653.371,12.849,0.675,15.875,0.243,0.303,0.019,0.605,-0.039,-0.08
0.45,8.024,1.089,8.0,1.0,0.957,0.147,7.014,0.004,0.656,654.388,12.966,0.675,16.774,0.371,0.47,0.056,0.657,-0.024,-0.089
0.5,-5.027,-5.847,-5.0,-6.0,0.966,0.152,7.001,0.004,0.651,672.582,12.643,0.671,15.844,0.25,0.344,0.023,0.611,0.027,-0.153
0.55,1.997,-2.879,2.0,-3.0,0.96,0.149,7.002,0.004,0.654,661.345,12.857,0.671,17.74,0.361,0.612,0.071,0.695,0.003,-0.121
0.6,0.04,5.133,0.0,5.0,0.95,0.151,7.008,0.004,0.651,640.853,12.669,0.671,17.878,0.389,0.552,0.068,0.683,-0.04,-0.133
0.65,-4.032,-0.839,-4.0,-1.0,0.951,0.151,6.999,0.004,0.652,638.866,12.705,0.671,17.703,0.4,0.613,0.079,0.707,0.032,-0.161
0.7,-3.087,-5.845,-3.0,-6.0,0.946,0.151,6.998,0.004,0.652,642.82,12.724,0.671,16.35,0.271,0.412,0.028,0.63,0.087,-0.155
0.75,6.93,-5.912,7.0,-6.0,0.925,0.148,7.006,0.004,0.656,649.358,12.939,0.675,15.67,0.24,0.286,0.015,0.598,0.07,-0.088
0.8,-8.055,-0.804,-8.0,-1.0,0.926,0.152,7.003,0.004,0.653,667.993,12.673,0.671,16.289,0.351,0.445,0.054,0.648,0.055,-0.196
0.85,-4.057,0.174,-4.0,0.0,0.92,0.152,7.005,0.004,0.652,671.546,12.679,0.671,17.744,0.406,0.613,0.087,0.71,0.057,-0.174
0.9,-6.978,8.193,-7.0,8.0,0.905,0.153,7.016,0.004,0.653,671.888,12.633,0.675,15.04,0.233,0.209,0.015,0.583,-0.022,-0.193
0.95,3.011,7.062,3.0,7.0,0.909,0.15,7.013,0.004,0.653,657.008,12.79,0.671,16.482,0.268,0.373,0.028,0.62,-0.011,-0.062
1.0,-5.087,3.154,-5.0,3.0,0.9,0.153,7.009,0.004,0.651,658.388,12.601,0.671,16.392,0.284,0.428,0.037,0.643,0.087,-0.154
1.05,-6.048,5.146,-6.0,5.0,0.888,0.149,7.01,0.004,0.659,627.306,12.894,0.678,15.792,0.252,0.315,0.021,0.608,0.048,-0.146
1.1,-5.183,0.103,-5.0,0.0,0.888,0.148,7.002,0.004,0.659,613.545,12.967,0.678,17.166,0.37,0.547,0.07,0.685,0.183,-0.103
1.15,-0.225,0.044,0.0,0.0,0.883,0.152,7.004,0.004,0.649,641.595,12.624,0.667,20.203,0.568,0.807,0.189,0.788,0.225,-0.044
1.2,-0.234,1.019,0.0,1.0,0.87,0.149,7.006,0.004,0.655,613.279,12.867,0.671,19.828,0.531,0.774,0.168,0.77,0.234,-0.019
1.25,-5.294,0.07,-5.0,0.0,0.854,0.15,7.001,0.004,0.655,621.261,12.823,0.675,17.013,0.363,0.539,0.067,0.68,0.294,-0.07
1.3,0.612,-2.001,1.0,-2.0,0.844,0.149,7.002,0.004,0.654,613.245,12.87,0.671,18.979,0.499,0.735,0.14,0.738,0.388,0.001
1.35,0.521,-5.009,1.0,-5.0,0.83,0.147,7.002,0.004,0.658,605.673,13.004,0.675,17.325,0.336,0.529,0.055,0.674,0.479,0.009
1.4,-0.523,-6.008,0.0,-6.0,0.814,0.148,7.001,0.004,0.658,621.855,12.932,0.675,16.841,0.314,0.477,0.042,0.655,0.523,0.008
1.45,-0.576,-8.994,0.0,-9.0,0.787,0.149,7.0,0.004,0.655,627.485,12.87,0.671,15.925,0.274,0.357,0.028,0.626,0.576,-0.006
1.5,5.289,-3.98,5.0,-4.0,0.614,0.147,7.005,0.004,0.657,642.162,12.999,0.675,16.702,0.301,0.441,0.035,0.641,-0.289,-0.02
1.55,-8.757,8.22,-9.0,8.0,0.638,0.152,7.014,0.004,0.654,633.485,12.697,0.675,14.718,0.233,0.17,0.014,0.578,-0.243,-0.22
1.6,7.372,4.959,7.0,5.0,0.615,0.148,7.017,0.004,0.656,651.254,12.956,0.675,16.245,0.266,0.353,0.025,0.617,-0.372,0.041
1.65,6.437,-0.009,6.0,0.0,0.582,0.148,7.009,0.004,0.654,651.679,12.898,0.671,17.206,0.336,0.515,0.054,0.665,-0.437,0.009
1.7,8.48,5.986,8.0,6.0,0.579,0.149,7.013,0.004,0.653,630.29,12.855,0.671,15.819,0.244,0.303,0.02,0.604,-0.48,0.014
1.75,-7.495,-8.833,-7.0,-9.0,0.674,0.151,6.999,0.004,0.654,638.981,12.744,0.675,14.779,0.233,0.223,0.017,0.582,0.495,-0.167
1.8,3.528,-1.95,3.0,-2.0,0.548,0.147,7.001,0.004,0.658,603.225,13.017,0.675,18.224,0.436,0.643,0.106,0.703,-0.528,-0.05
1.85,-7.512,5.222,-8.0,5.0,0.538,0.151,7.007,0.004,0.655,636.326,12.749,0.675,15.353,0.265,0.271,0.025,0.601,-0.488,-0.222
1.9,-1.452,3.152,-2.0,3.0,0.528,0.15,7.008,0.004,0.653,636.687,12.753,0.675,17.205,0.356,0.54,0.076,0.677,-0.548,-0.152
1.95,-9.323,-5.842,-9.0,-6.0,0.633,0.153,7.0,0.004,0.649,652.619,12.534,0.667,14.844,0.251,0.26,0.019,0.59,0.323,-0.158
2.0,-2.271,0.075,-2.0,0.0,0.65,0.148,7.001,0.004,0.659,625.875,12.942,0.678,17.624,0.395,0.611,0.093,0.701,0.271,-0.075
2.05,3.851,8.051,4.0,8.0,0.659,0.148,7.013,0.004,0.657,626.986,12.94,0.675,16.405,0.285,0.352,0.03,0.619,0.149,-0.051
2.1,-8.186,1.138,-8.0,1.0,0.643,0.149,6.999,0.004,0.66,643.715,12.905,0.678,15.659,0.3,0.385,0.041,0.628,0.186,-0.138
2.15,-1.095,-3.797,-1.0,-4.0,0.574,0.151,7.002,0.004,0.652,652.065,12.724,0.671,16.878,0.357,0.542,0.07,0.673,0.095,-0.203
2.2,-7.104,1.177,-7.0,1.0,0.612,0.149,7.0,0.004,0.657,655.223,12.864,0.675,15.87,0.312,0.419,0.045,0.635,0.104,-0.177
2.25,-3.984,4.196,-4.0,4.0,0.605,0.148,7.006,0.004,0.659,629.437,12.945,0.678,16.479,0.332,0.439,0.055,0.643,-0.016,-0.196
2.3,-1.931,8.187,-2.0,8.0,0.602,0.15,7.01,0.004,0.654,631.31,12.773,0.675,15.899,0.275,0.337,0.028,0.613,-0.069,-0.187
2.35,-6.976,-2.706,-7.0,-3.0,0.527,0.149,6.999,0.004,0.659,641.074,12.905,0.678,15.711,0.303,0.402,0.038,0.63,-0.024,-0.294
2.4,0.131,-4.686,0.0,-5.0,0.491,0.15,7.002,0.004,0.653,647.758,12.78,0.675,16.722,0.34,0.504,0.059,0.657,-0.131,-0.314
2.45,-1.784,7.238,-2.0,7.0,0.542,0.15,7.007,0.004,0.658,630.308,12.867,0.678,16.179,0.293,0.37,0.035,0.623,-0.216,-0.238
2.5,0.267,8.22,0.0,8.0,0.51,0.148,7.009,0.004,0.658,621.143,12.936,0.678,16.388,0.283,0.37,0.034,0.624,-0.267,-0.22
2.55,-2.749,6.313,-3.0,6.0,0.509,0.149,7.005,0.004,0.658,623.975,12.877,0.678,16.209,0.303,0.38,0.045,0.63,-0.251,-0.313
2.6,-6.818,-3.592,-7.0,-4.0,0.458,0.148,6.998,0.004,0.66,603.417,12.972,0.678,15.521,0.295,0.375,0.034,0.624,-0.182,-0.408
2.65,-4.755,-5.54,-5.0,-6.0,0.452,0.149,7.0,0.004,0.656,623.421,12.859,0.675,15.676,0.321,0.38,0.048,0.628,-0.245,-0.46
2.7,3.482,1.163,3.0,1.0,0.452,0.149,7.006,0.004,0.655,633.143,12.892,0.671,17.959,0.374,0.577,0.077,0.686,-0.482,-0.163
2.75,-8.705,-1.528,-9.0,-2.0,0.443,0.148,7.0,0.004,0.66,611.247,12.97,0.678,15.428,0.298,0.353,0.04,0.623,-0.295,-0.472
2.8,1.518,5.158,1.0,5.0,0.434,0.149,7.006,0.004,0.655,637.943,12.858,0.675,17.271,0.329,0.479,0.058,0.657,-0.518,-0.158
2.85,-6.581,-1.492,-7.0,-2.0,0.43,0.148,6.999,0.004,0.66,614.034,12.977,0.678,15.904,0.339,0.421,0.055,0.638,-0.419,-0.508
2.9,-3.521,-1.613,-4.0,-2.0,0.423,0.148,6.998,0.004,0.659,607.906,12.994,0.678,16.5,0.345,0.485,0.063,0.655,-0.479,-0.387
2.95,7.433,4.052,6.0,4.0,0.355,0.148,7.012,0.004,0.654,649.139,12.891,0.671,16.911,0.317,0.448,0.052,0.646,-1.433,-0.052
3.0,-0.467,-1.804,-1.0,-2.0,0.418,0.148,6.999,0.004,0.658,613.26,12.939,0.678,17.104,0.35,0.538,0.064,0.671,-0.533,-0.196
-3.0,-6.206,-5.828,-7.0,-6.0,0.469,0.122,6.817,0.005,0.45,1367.198,11.326,0.447,16.319,0.155,0.319,0.024,0.66,-0.794,-0.172
-2.95,-0.313,1.324,0.0,0.0,0.319,0.125,6.834,0.005,0.446,1431.386,11.078,0.443,17.303,0.198,0.513,0.044,0.689,0.313,-1.324
-2.9,-8.365,1.795,-8.0,1.0,0.345,0.125,6.81,0.005,0.437,1406.483,10.885,0.435,16.529,0.145,0.336,0.018,0.66,0.365,-0.795
-2.85,-1.333,2.211,-1.0,1.0,0.32,0.126,6.831,0.005,0.439,1470.473,10.835,0.435,17.26,0.202,0.519,0.043,0.688,0.333,-1.211
-2.8,-2.381,2.139,-2.0,1.0,0.325,0.124,6.828,0.005,0.449,1427.369,11.188,0.447,17.479,0.205,0.515,0.045,0.69,0.381,-1.139
-2.75,7.453,9.502,8.0,8.0,0.348,0.126,6.851,0.005,0.45,1493.906,11.056,0.447,16.269,0.145,0.274,0.016,0.661,0.547,-1.502
-2.7,7.478,7.488,8.0,6.0,0.345,0.128,6.851,0.006,0.44,1544.723,10.716,0.435,16.308,0.146,0.297,0.017,0.663,0.522,-1.488
-2.65,-2.36,1.081,-2.0,0.0,0.332,0.124,6.827,0.005,0.449,1417.061,11.19,0.447,17.558,0.214,0.529,0.05,0.695,0.36,-1.081
-2.6,-8.744,-5.327,-9.0,-6.0,0.431,0.124,6.813,0.005,0.438,1391.723,10.932,0.435,16.093,0.141,0.276,0.017,0.655,-0.256,-0.673
-2.55,1.655,0.186,2.0,-1.0,0.344,0.126,6.836,0.005,0.444,1451.387,10.963,0.443,17.321,0.217,0.535,0.051,0.692,0.345,-0.814
-2.5,7.261,-4.659,7.0,-6.0,0.408,0.123,6.849,0.005,0.457,1448.334,11.373,0.451,16.543,0.157,0.32,0.018,0.668,-0.261,-1.341
-2.45,-0.712,-7.231,-1.0,-8.0,0.484,0.125,6.836,0.005,0.445,1450.142,11.031,0.443,16.267,0.148,0.319,0.019,0.662,-0.288,-0.769
-2.4,5.284,-6.803,5.0,-8.0,0.41,0.128,6.847,0.006,0.435,1590.912,10.618,0.431,16.071,0.133,0.277,0.013,0.658,-0.284,-1.197
-2.35,4.232,-1.241,4.0,-2.0,0.526,0.126,6.844,0.005,0.444,1508.067,10.931,0.443,17.077,0.207,0.488,0.047,0.685,-0.232,-0.759
-2.3,6.567,6.173,7.0,5.0,0.387,0.128,6.849,0.006,0.44,1530.38,10.739,0.435,16.513,0.157,0.336,0.019,0.669,0.433,-1.173
-2.25,-0.835,1.564,-1.0,1.0,0.549,0.125,6.831,0.005,0.444,1397.944,11.014,0.443,17.773,0.233,0.581,0.058,0.702,-0.165,-0.564
-2.2,8.155,3.693,8.0,3.0,0.567,0.124,6.849,0.005,0.454,1434.516,11.237,0.451,16.625,0.141,0.329,0.017,0.667,-0.155,-0.693
-2.15,-7.433,7.446,-7.0,7.0,0.479,0.125,6.811,0.005,0.441,1375.79,10.973,0.439,16.31,0.139,0.272,0.011,0.656,0.433,-0.446
-2.1,0.298,-5.449,0.0,-6.0,0.566,0.125,6.837,0.005,0.448,1451.921,11.116,0.447,16.597,0.164,0.392,0.028,0.667,-0.298,-0.551
-2.05,-1.809,1.442,-2.0,1.0,0.585,0.121,6.83,0.005,0.461,1376.318,11.578,0.459,18.123,0.237,0.582,0.064,0.707,-0.191,-0.442
-2.0,0.571,5.539,1.0,5.0,0.531,0.123,6.838,0.005,0.459,1416.874,11.461,0.455,17.47,0.194,0.475,0.037,0.691,0.429,-0.539
-1.95,0.243,-2.556,0.0,-3.0,0.605,0.126,6.838,0.005,0.444,1488.727,10.952,0.443,17.233,0.221,0.538,0.057,0.689,-0.243,-0.444
-1.9,5.134,5.499,5.0,5.0,0.638,0.126,6.846,0.005,0.445,1488.256,10.934,0.443,16.814,0.168,0.391,0.027,0.679,-0.134,-0.499
-1.85,2.137,4.408,2.0,4.0,0.644,0.127,6.838,0.005,0.44,1471.179,10.804,0.435,17.476,0.215,0.517,0.049,0.7,-0.137,-0.408
-1.8,2.248,-3.604,2.0,-4.0,0.649,0.127,6.839,0.005,0.436,1484.562,10.695,0.435,16.944,0.198,0.479,0.046,0.68,-0.248,-0.396
-1.75,8.124,4.46,8.0,4.0,0.676,0.127,6.852,0.005,0.445,1496.322,10.893,0.443,16.438,0.14,0.311,0.015,0.663,-0.124,-0.46
-1.7,4.164,2.39,4.0,2.0,0.695,0.126,6.845,0.005,0.447,1479.868,11.024,0.443,17.657,0.223,0.526,0.052,0.704,-0.164,-0.39
-1.65,2.21,-2.66,2.0,-3.0,0.702,0.122,6.841,0.005,0.46,1426.233,11.504,0.459,17.638,0.245,0.549,0.064,0.695,-0.21,-0.34
-1.6,-6.916,1.922,-7.0,2.0,0.798,0.124,6.82,0.005,0.447,1408.615,11.168,0.443,16.793,0.136,0.349,0.017,0.665,-0.084,0.078
-1.55,-5.942,1.925,-6.0,2.0,0.815,0.123,6.822,0.005,0.45,1393.549,11.234,0.447,17.102,0.153,0.394,0.023,0.672,-0.058,0.075
-1.5,7.133,0.326,7.0,0.0,0.758,0.128,6.85,0.006,0.439,1527.616,10.726,0.435,16.687,0.151,0.377,0.021,0.673,-0.133,-0.326
-1.45,-8.991,4.855,-9.0,5.0,0.836,0.123,6.811,0.005,0.448,1317.288,11.243,0.447,16.48,0.146,0.276,0.013,0.659,-0.009,0.145
-1.4,-8.026,3.868,-8.0,4.0,0.855,0.124,6.816,0.005,0.445,1360.9,11.123,0.447,16.614,0.144,0.306,0.014,0.663,0.026,0.132
-1.35,7.096,0.244,7.0,0.0,0.803,0.125,6.848,0.005,0.449,1454.116,11.069,0.447,16.822,0.151,0.377,0.02,0.673,-0.096,-0.244
-1.3,-8.003,1.868,-8.0,2.0,0.89,0.123,6.819,0.005,0.447,1405.157,11.181,0.443,16.594,0.131,0.315,0.014,0.659,0.003,0.132
-1.25,-6.001,0.881,-6.0,1.0,0.906,0.122,6.826,0.005,0.456,1400.579,11.456,0.455,17.118,0.159,0.406,0.022,0.667,0.001,0.119
-1.2,7.146,-5.817,7.0,-6.0,0.851,0.123,6.851,0.005,0.459,1482.456,11.445,0.455,16.448,0.142,0.297,0.013,0.66,-0.146,-0.183
-1.15,3.03,-1.023,3.0,-1.0,0.932,0.124,6.843,0.005,0.454,1442.387,11.27,0.451,18.132,0.278,0.621,0.073,0.717,-0.03,0.023
-1.1,-3.002,0.91,-3.0,1.0,0.945,0.123,6.829,0.005,0.454,1338.991,11.356,0.451,18.414,0.261,0.611,0.068,0.714,0.002,0.09
-1.05,0.007,-0.063,0.0,0.0,0.952,0.124,6.836,0.005,0.452,1379.968,11.24,0.447,19.55,0.411,0.794,0.144,0.766,-0.007,0.063
-1.0,3.054,-4.014,3.0,-4.0,0.958,0.124,6.841,0.005,0.451,1434.338,11.193,0.447,17.166,0.168,0.45,0.029,0.679,-0.054,0.014
-0.95,-0.065,6.929,0.0,7.0,0.954,0.126,6.838,0.005,0.446,1448.003,10.989,0.443,16.596,0.14,0.345,0.015,0.664,0.065,0.071
-0.9,-0.003,0.952,0.0,1.0,0.959,0.125,6.842,0.005,0.447,1486.662,11.039,0.443,19.937,0.448,0.817,0.149,0.774,0.003,0.048
-0.85,7.944,6.024,8.0,6.0,0.942,0.126,6.857,0.005,0.452,1521.616,11.115,0.447,16.336,0.146,0.293,0.014,0.658,0.056,-0.024
-0.8,-5.036,5.913,-5.0,6.0,0.963,0.124,6.828,0.005,0.451,1412.918,11.211,0.451,16.671,0.137,0.322,0.013,0.661,0.036,0.087
-0.75,3.051,-3.989,3.0,-4.0,0.968,0.124,6.842,0.005,0.451,1438.231,11.192,0.447,17.167,0.16,0.446,0.028,0.678,-0.051,-0.011
-0.7,-2.048,7.948,-2.0,8.0,0.972,0.123,6.827,0.005,0.456,1268.879,11.4,0.455,16.464,0.127,0.282,0.01,0.657,0.048,0.052
-0.65,-5.927,-8.043,-6.0,-8.0,0.975,0.124,6.82,0.005,0.443,1315.327,11.062,0.443,16.361,0.177,0.327,0.023,0.667,-0.073,0.043
-0.6,-3.018,4.954,-3.0,5.0,0.981,0.122,6.831,0.005,0.458,1284.717,11.456,0.455,17.131,0.144,0.399,0.018,0.668,0.018,0.046
-0.55,-4.937,-7.026,-5.0,-7.0,0.982,0.121,6.83,0.005,0.46,1348.988,11.579,0.459,16.678,0.183,0.364,0.025,0.671,-0.063,0.026
-0.5,-4.949,-5.022,-5.0,-5.0,0.986,0.122,6.834,0.005,0.458,1435.919,11.474,0.455,16.857,0.168,0.399,0.026,0.674,-0.051,0.022
-0.45,2.962,7.002,3.0,7.0,0.977,0.126,6.851,0.005,0.451,1547.423,11.072,0.447,16.574,0.151,0.356,0.019,0.668,0.038,-0.002
-0.4,8.039,-6.954,8.0,-7.0,0.974,0.126,6.855,0.006,0.45,1604.246,11.086,0.443,16.107,0.129,0.248,0.01,0.651,-0.039,-0.046
-0.35,7.014,-1.968,7.0,-2.0,0.985,0.123,6.844,0.005,0.458,1368.484,11.415,0.455,16.834,0.145,0.361,0.017,0.665,-0.014,-0.032
-0.3,0.008,0.006,0.0,0.0,0.992,0.122,6.829,0.005,0.457,1250.995,11.437,0.455,25.492,0.82,0.967,0.407,0.898,-0.008,-0.006
-0.25,-8.979,-3.012,-9.0,-3.0,0.973,0.119,6.808,0.005,0.463,1181.688,11.786,0.459,16.545,0.128,0.287,0.012,0.652,-0.021,0.012
-0.2,4.028,-9.002,4.0,-9.0,0.971,0.123,6.843,0.005,0.458,1419.407,11.407,0.455,16.111,0.119,0.23,0.008,0.651,-0.028,0.002
-0.15,-5.997,-1.02,-6.0,-1.0,0.977,0.123,6.839,0.005,0.456,1569.009,11.365,0.455,16.971,0.151,0.407,0.022,0.668,-0.003,0.02
-0.1,-4.015,4.985,-4.0,5.0,0.973,0.127,6.865,0.006,0.454,1949.795,11.058,0.455,16.753,0.13,0.367,0.016,0.667,0.015,0.015
-0.05,4.001,6.997,4.0,7.0,0.968,0.129,6.906,0.007,0.462,2486.025,11.118,0.459,16.431,0.162,0.358,0.021,0.669,-0.001,0.003
0.0,0.0,0.0,0.0,0.0,1.0,0.131,6.933,0.008,0.461,3199.202,10.917,0.459,100.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,1.996,-7.002,2.0,-7.0,0.973,0.129,6.938,0.008,0.471,3133.212,11.254,0.471,16.192,0.117,0.309,0.01,0.655,0.004,0.002
0.05,1.985,-1.999,2.0,-2.0,0.982,0.128,6.906,0.007,0.461,2483.087,11.109,0.459,18.372,0.272,0.65,0.063,0.718,0.015,-0.001
0.1,2.996,5.989,3.0,6.0,0.979,0.126,6.88,0.006,0.46,1959.552,11.218,0.455,16.689,0.159,0.396,0.024,0.67,0.004,0.011
0.15,6.003,7.978,6.0,8.0,0.965,0.124,6.862,0.005,0.462,1630.157,11.415,0.459,16.435,0.179,0.326,0.023,0.665,-0.003,0.022
0.2,-1.009,-0.004,-1.0,0.0,0.986,0.125,6.838,0.005,0.45,1422.148,11.145,0.447,22.412,0.635,0.911,0.233,0.839,0.009,0.004
0.25,-7.004,3.012,-7.0,3.0,0.977,0.122,6.817,0.005,0.455,1227.985,11.437,0.455,16.944,0.152,0.358,0.017,0.667,0.004,-0.012
0.3,-0.05,-7.004,0.0,-7.0,0.981,0.121,6.829,0.005,0.46,1247.858,11.58,0.459,16.717,0.142,0.34,0.014,0.662,0.05,0.004
0.35,2.955,-4.006,3.0,-4.0,0.984,0.123,6.84,0.005,0.456,1366.107,11.363,0.455,17.326,0.155,0.451,0.025,0.679,0.045,0.006
0.4,0.959,-3.02,1.0,-3.0,0.989,0.124,6.847,0.005,0.456,1515.519,11.317,0.455,17.934,0.192,0.589,0.05,0.701,0.041,0.02
0.45,-0.012,4.991,0.0,5.0,0.979,0.126,6.85,0.005,0.451,1547.319,11.086,0.451,16.957,0.143,0.426,0.024,0.667,0.012,0.009
0.5,-5.983,6.027,-6.0,6.0,0.97,0.122,6.831,0.005,0.461,1374.473,11.535,0.459,16.611,0.143,0.311,0.013,0.66,-0.017,-0.027
0.55,7.947,-3.044,8.0,-3.0,0.965,0.127,6.854,0.006,0.444,1556.36,10.872,0.443,16.409,0.131,0.3,0.013,0.66,0.053,0.044
0.6,2.931,-6.012,3.0,-6.0,0.971,0.124,6.844,0.005,0.454,1388.273,11.275,0.451,16.696,0.129,0.343,0.013,0.66,0.069,0.012
0.65,-3.98,6.037,-4.0,6.0,0.963,0.122,6.826,0.005,0.459,1249.751,11.496,0.459,16.727,0.132,0.329,0.015,0.662,-0.02,-0.037
0.7,7.034,7.962,7.0,8.0,0.942,0.126,6.844,0.005,0.443,1394.269,10.891,0.439,16.207,0.163,0.303,0.021,0.663,-0.034,0.038
0.75,-2.985,5.043,-3.0,5.0,0.962,0.122,6.833,0.005,0.463,1300.586,11.599,0.463,17.02,0.145,0.389,0.02,0.67,-0.015,-0.043
0.8,7.019,3.972,7.0,4.0,0.944,0.128,6.857,0.006,0.443,1563.565,10.785,0.439,16.339,0.14,0.338,0.017,0.658,-0.019,0.028
0.85,2.027,5.02,2.0,5.0,0.952,0.126,6.851,0.005,0.451,1493.041,11.09,0.447,16.904,0.17,0.444,0.032,0.675,-0.027,-0.02
0.9,-3.039,-2.923,-3.0,-3.0,0.956,0.124,6.839,0.005,0.454,1452.085,11.296,0.451,17.735,0.211,0.54,0.046,0.699,0.039,-0.077
0.95,5.066,7.991,5.0,8.0,0.934,0.123,6.847,0.005,0.46,1403.914,11.45,0.455,16.476,0.173,0.33,0.022,0.666,-0.066,0.009
1.0,-4.077,-5.889,-4.0,-6.0,0.944,0.124,6.833,0.005,0.452,1395.558,11.238,0.447,16.778,0.162,0.38,0.024,0.673,0.077,-0.111
1.05,3.067,7.013,3.0,7.0,0.927,0.124,6.842,0.005,0.453,1384.683,11.235,0.447,16.603,0.165,0.365,0.022,0.667,-0.067,-0.013
1.1,-5.929,6.13,-6.0,6.0,0.929,0.123,6.825,0.005,0.456,1326.614,11.422,0.455,16.625,0.149,0.317,0.014,0.659,-0.071,-0.13
1.15,5.999,0.995,6.0,1.0,0.912,0.123,6.852,0.005,0.461,1423.628,11.473,0.459,16.923,0.171,0.416,0.026,0.665,0.001,0.005
1.2,-9.024,-1.84,-9.0,-2.0,0.905,0.121,6.826,0.005,0.461,1383.938,11.612,0.459,16.582,0.136,0.301,0.013,0.659,0.024,-0.16
1.25,-4.971,3.111,-5.0,3.0,0.899,0.123,6.837,0.005,0.461,1389.894,11.497,0.459,17.298,0.183,0.447,0.029,0.681,-0.029,-0.111
1.3,7.898,0.776,8.0,1.0,0.821,0.127,6.856,0.006,0.445,1526.218,10.878,0.443,16.342,0.14,0.324,0.016,0.657,0.102,0.224
1.35,7.811,-4.247,8.0,-4.0,0.804,0.126,6.85,0.005,0.449,1475.564,11.06,0.447,16.473,0.138,0.292,0.013,0.662,0.189,0.247
1.4,-5.201,-7.075,-5.0,-7.0,0.758,0.125,6.831,0.005,0.444,1419.992,10.986,0.443,16.447,0.149,0.334,0.02,0.668,0.201,0.075
1.45,-6.221,-8.084,-6.0,-8.0,0.736,0.126,6.828,0.005,0.44,1429.106,10.818,0.435,16.236,0.147,0.304,0.018,0.663,0.221,0.084
1.5,1.77,-6.261,2.0,-6.0,0.742,0.127,6.844,0.006,0.442,1505.163,10.829,0.439,16.719,0.143,0.378,0.019,0.668,0.23,0.261
1.55,1.76,-6.283,2.0,-6.0,0.725,0.127,6.847,0.006,0.445,1547.288,10.894,0.443,16.751,0.144,0.38,0.019,0.669,0.24,0.283
1.6,-1.188,-2.248,-1.0,-2.0,0.707,0.124,6.843,0.005,0.457,1454.774,11.356,0.455,18.245,0.273,0.649,0.077,0.72,0.188,0.248
1.65,-5.211,-4.203,-5.0,-4.0,0.681,0.122,6.834,0.005,0.459,1401.385,11.483,0.455,17.161,0.177,0.426,0.029,0.681,0.211,0.203
1.7,-1.189,-0.294,-1.0,0.0,0.677,0.124,6.843,0.005,0.458,1419.47,11.369,0.455,18.284,0.285,0.665,0.083,0.722,0.189,0.294
1.75,-4.189,-0.251,-4.0,0.0,0.652,0.122,6.836,0.005,0.46,1361.886,11.498,0.455,17.662,0.227,0.544,0.056,0.701,0.189,0.251
1.8,-5.229,-3.262,-5.0,-3.0,0.625,0.125,6.832,0.005,0.448,1398.198,11.106,0.443,17.247,0.187,0.454,0.033,0.688,0.229,0.262
1.85,0.79,-0.412,1.0,0.0,0.629,0.125,6.845,0.005,0.453,1430.755,11.197,0.447,18.227,0.273,0.634,0.078,0.716,0.21,0.412
1.9,-9.137,5.04,-9.0,5.0,0.69,0.122,6.821,0.005,0.457,1369.781,11.432,0.455,16.505,0.147,0.295,0.013,0.657,0.137,-0.04
1.95,7.633,-9.653,8.0,-9.0,0.596,0.129,6.855,0.006,0.439,1566.23,10.669,0.431,15.754,0.116,0.21,0.008,0.646,0.367,0.653
2.0,-5.194,0.669,-5.0,1.0,0.577,0.123,6.836,0.005,0.458,1411.102,11.406,0.455,17.271,0.197,0.479,0.04,0.688,0.194,0.331
2.05,-1.245,-1.43,-1.0,-1.0,0.575,0.124,6.845,0.005,0.458,1444.274,11.354,0.455,17.811,0.244,0.61,0.064,0.706,0.245,0.43
2.1,-3.255,-1.411,-3.0,-1.0,0.559,0.123,6.841,0.005,0.458,1407.204,11.385,0.455,17.665,0.228,0.564,0.058,0.703,0.255,0.411
2.15,7.688,-1.73,8.0,-1.0,0.559,0.125,6.852,0.005,0.454,1456.159,11.227,0.451,16.556,0.133,0.32,0.015,0.657,0.312,0.73
2.2,-9.312,-7.355,-9.0,-7.0,0.499,0.128,6.825,0.005,0.433,1463.026,10.584,0.427,16.063,0.146,0.278,0.014,0.657,0.312,0.355
2.25,-6.212,-0.452,-6.0,0.0,0.519,0.123,6.832,0.005,0.456,1350.765,11.366,0.455,17.11,0.182,0.439,0.032,0.681,0.212,0.452
2.3,-4.177,1.489,-4.0,2.0,0.526,0.123,6.838,0.005,0.459,1361.27,11.423,0.459,17.334,0.217,0.499,0.05,0.688,0.177,0.511
2.35,4.719,-6.125,5.0,-5.0,0.417,0.126,6.852,0.005,0.449,1535.746,11.041,0.447,16.76,0.167,0.376,0.026,0.668,0.281,1.125
